whois_id,character_id,character_name,captured_at,raw_text,parsed_level,parsed_race,parsed_class,status,parse_confidence,notes
whois_aglar_1780899102,char_aglar,Aglar,2026-06-08 16:11:42,"Aglar Soldier of Ironhills is a level forty-three Dwarven
    Battlemaster [Retired].
Last login 8 years, 8 months, and 22 days ago from *.eu.",43,Dwarven,Battlemaster,Retired,medium,"query_name=Aglar | display_name=Aglar Soldier of Ironhills | epithet_or_title=Soldier of Ironhills | Last login 8 years, 8 months, and 22 days ago from *.eu."
whois_agonor_1780899107,char_agonor,Agonor,2026-06-08 16:11:48,"Agonor Battlesoul, Guardian of Helm's Deep is a level fifty-four
    Dwarven Battlemaster [Retired].
Last login 15 years, 5 months, and 3 days ago from *.com.",54,Dwarven,Battlemaster,Retired,medium,"query_name=Agonor | display_name=Agonor Battlesoul, Guardian of Helm's Deep | epithet_or_title=Battlesoul, Guardian of Helm's Deep | Last login 15 years, 5 months, and 3 days ago from *.com."
whois_aielë_1780899113,,Aielë,2026-06-08 16:11:53,Aielë Alenyá is a Maia (Cartographer) [Retired].,,Maia,,Retired,medium,query_name=Aiele | display_name=Aielë Alenyá | epithet_or_title=Alenyá | role=Cartographer
whois_ainafea_1780899118,char_ainafea,Ainafea,2026-06-08 16:11:59,No one by that name.,,,,not_found,high,query_name=Ainafea | MUME returned: No one by that name.
whois_ainairos_1780899124,char_ainairos,Ainairos,2026-06-08 16:12:04,No one by that name.,,,,not_found,high,query_name=Ainairos | MUME returned: No one by that name.
whois_ajax_1780899129,char_ajax,Ajax,2026-06-08 16:12:10,"Ajax the Greater,Son of Telamon, Bane of Troy is a Maia.",,Maia,,,medium,"query_name=Ajax | display_name=Ajax the Greater,Son of Telamon, Bane of Troy | epithet_or_title=the Greater,Son of Telamon, Bane of Troy"
whois_akhorahil_1780899135,char_akhorahil,Akhorahil,2026-06-08 16:12:15,Akhorahil is a level eleven Black Númenórean Priest [Retired].,11,Black Númenórean,Priest,Retired,medium,query_name=Akhorahil | display_name=Akhorahil
whois_albundy_1780899140,char_albundy,AlBundy,2026-06-08 16:12:21,No one by that name.,,,,not_found,high,query_name=AlBundy | MUME returned: No one by that name.
whois_alantir_1780899146,char_alantir,Alantir,2026-06-08 16:12:27,"Alantir Eriëndal is a Maia (Wright) [Retired].

Into the shades.",,Maia,,Retired,medium,query_name=Alantir | display_name=Alantir Eriëndal | epithet_or_title=Eriëndal | role=Wright
whois_alázar_1780899152,,Alázar,2026-06-08 16:12:32,"Alázar is a level forty-one Half-elven Patriarch [Retired].
Last login 18 years, 7 months, and 30 days ago from [numerical
    address].
Nob leaves south.",41,Half-elven,Patriarch,Retired,medium,"query_name=Alazar | display_name=Alázar | Last login 18 years, 7 months, and 30 days ago from [numerical address]."
whois_alcion_1780899157,char_alcion,Alcion,2026-06-08 16:12:38,"Alcion Agarwaen, forever dark is a level forty-three Sindarin
    Adventurer [Retired].
Last login 3 years, 5 months, and 2 days ago.",43,Sindarin,Adventurer,Retired,medium,"query_name=Alcion | display_name=Alcion Agarwaen, forever dark | epithet_or_title=Agarwaen, forever dark | Last login 3 years, 5 months, and 2 days ago."
whois_alderik_1780899163,char_alderik,Alderik,2026-06-08 16:12:43,"Alderik Frystar, The Crazy Idiot is an Elf [Retired].
Last login 3 years, 6 months, and 20 days ago.
The first with his groupmembers to tame a twisted beast! But doing it so
slowly Fror ran out of time snooping us at the gateguards.",,Elf,,Retired,medium,"query_name=Alderik | display_name=Alderik Frystar, The Crazy Idiot | epithet_or_title=Frystar, The Crazy Idiot | Last login 3 years, 6 months, and 20 days ago."
whois_alf_1780899168,char_alf,Alf,2026-06-08 16:12:49,Alf is a Half-Elf.,,Half-Elf,,,medium,query_name=Alf | display_name=Alf
whois_alfank_1780899174,char_alfank,Alfank,2026-06-08 16:12:54,"Alfank the Spellblade is a Dwarf [Retired].
Last login 11 years, 10 months, and 28 days ago.
.",,Dwarf,,Retired,medium,"query_name=Alfank | display_name=Alfank the Spellblade | epithet_or_title=the Spellblade | Last login 11 years, 10 months, and 28 days ago."
whois_alfo_1780899179,char_alfo,Alfo,2026-06-08 16:13:00,"Alfo La Isla Bonita is an Elf [Retired].
Last login 20 years, 4 months, and 28 days ago.",,Elf,,Retired,medium,"query_name=Alfo | display_name=Alfo La Isla Bonita | epithet_or_title=La Isla Bonita | Last login 20 years, 4 months, and 28 days ago."
whois_alfrim_1780899237,char_alfrim,Alfrim,2026-06-08 16:13:58,"Alfrim is an Elf [Retired].
Last login 17 years, 3 months, and 3 days ago.",,Elf,,Retired,medium,"query_name=Alfrim | display_name=Alfrim | Last login 17 years, 3 months, and 3 days ago."
whois_algaron_1780899243,char_algaron,Algaron,2026-06-08 16:14:03,"Algaron the Noble Elf is a level forty-three Silvan Hero
    [Retired].
Last login 3 years, 6 months, and 26 days ago from [numerical
    address].",43,Silvan,Hero,Retired,medium,"query_name=Algaron | display_name=Algaron the Noble Elf | epithet_or_title=the Noble Elf | Last login 3 years, 6 months, and 26 days ago from [numerical address]."
whois_alhádar_1780899248,,Alhádar,2026-06-08 16:14:09,"Alhádar the Rampant Preacher is an Elf [Retired].
Last login 12 years, 2 months, and 25 days ago.",,Elf,,Retired,medium,"query_name=Alhadar | display_name=Alhádar the Rampant Preacher | epithet_or_title=the Rampant Preacher | Last login 12 years, 2 months, and 25 days ago."
whois_ali_1780899254,char_ali,Ali,2026-06-08 16:14:14,"Ali G in da house is a level fifty-eight Firebeard Battlemaster
    [Retired].
seswseneee
wwsswwnwnwn

nseenesnew",58,Firebeard,Battlemaster,Retired,medium,query_name=Ali | display_name=Ali G in da house | epithet_or_title=G in da house
whois_alicia_1780899259,char_alicia,Alicia,2026-06-08 16:14:20,"Alicia the creep is a level forty-one Dwarven Weaponsmistress
    [Retired].
Last login 17 years and 30 days ago from *.se.

I don't care if it hurts, I want to have control
I want a perfect body, I want a perfect soul",41,Dwarven,Weaponsmistress,Retired,medium,query_name=Alicia | display_name=Alicia the creep | epithet_or_title=the creep | Last login 17 years and 30 days ago from *.se.
whois_alizee_1780899265,char_alizee,Alizee,2026-06-08 16:14:25,"Alizee is a level eight Sindarin Adventurer [Retired].
Last login 16 years and 11 days ago from [numerical address].
Alizee the French Lolita!",8,Sindarin,Adventurer,Retired,medium,query_name=Alizee | display_name=Alizee | Last login 16 years and 11 days ago from [numerical address].
whois_alkar_1780899270,char_alkar,Alkar,2026-06-08 16:14:31,"Alkar the Radiant is a Vala (Mudller) [Retired].
mark@ons.ca

        ""There is Ilúvatar, the One; and there are the Powers, of whom
        the eldest in the thought of Ilúvatar was Alkar the Radiant.""

I used to be a mudller. I helped implement some features on MUME. These days, I
watch as my kids destroy my entire everything and pull Naga's hair out.",,Vala,,Retired,medium,query_name=Alkar | display_name=Alkar the Radiant | epithet_or_title=the Radiant | role=Mudller
whois_almarian_1780899276,char_almarian,Almarian,2026-06-08 16:14:36,"Almarian - Queen of Númenor, Beloved of Meneldur is a Maia
    (Shaper).

During the Second Age, when Númenor was in its greatest might and splendor,
Almarian was Queen to Tar-Meneldur. There, in Armenelos, did they sit upon
their golden thrones. Now, being the Third Age, Almarian resides within the
Halls of Doom, farthest west in all of Valinor, aiding Námo in the building
of Middle-Earth.",,Maia,,,medium,"query_name=Almarian | display_name=Almarian - Queen of Númenor, Beloved of Meneldur | epithet_or_title=- Queen of Númenor, Beloved of Meneldur | role=Shaper"
whois_alvedon_1780899281,char_alvedon,Alvedon,2026-06-08 16:14:42,"Alvedon Aerodynamic [NSL] is a level fifty-six Sindarin Witch
    [Retired].
Last login 19 years, 1 month, and 24 days ago from *.se.

       Fight.your.deepest.fears Fight.the.ever.falling.tears",56,Sindarin,Witch,Retired,medium,"query_name=Alvedon | display_name=Alvedon Aerodynamic [NSL] | epithet_or_title=Aerodynamic [NSL] | Last login 19 years, 1 month, and 24 days ago from *.se."
whois_alwëon_1780899287,,Alwëon,2026-06-08 16:14:47,"Alwëon of Old is a level forty-one Noldorin Sage [Retired].
Last login 5 years, 1 month, and 14 days ago.

https://mume.org/wiki/index.php/Alweon%27s_Versatile_Caster_Newbie_Guide",41,Noldorin,Sage,Retired,medium,"query_name=Alweon | display_name=Alwëon of Old | epithet_or_title=of Old | Last login 5 years, 1 month, and 14 days ago."
whois_amandil_1780899292,char_amandil,Amandil,2026-06-08 16:14:53,"Amandil the Last Lord of Andúnië is a Vala (Architect) [Retired].

Lord of Andúnië and father of Elendil. Dismissed by Sauron he sailed into the
West to plead for the misdeeds of the Númenóreans. Upon reaching the shores of
Valinor, Manwë appeared and listened but would not change his plans for war.
Instead, he gave the Man the choice to return to the mortal land or join the
Valar in their struggle against evil. Amandil chose the latter and was trusted
with Grond, seized from the hands of Morgoth, and given tools to shape new
lands.",,Vala,,Retired,medium,query_name=Amandil | display_name=Amandil the Last Lord of Andúnië | epithet_or_title=the Last Lord of Andúnië | role=Architect
whois_amantest_1780899298,char_amantest,Amantest,2026-06-08 16:14:58,No one by that name.,,,,not_found,high,query_name=Amantest | MUME returned: No one by that name.
whois_amarant_1780899303,char_amarant,Amarant,2026-06-08 16:15:04,"Amarant Silverleaf, Chieftain of Doriath is a level one hundred
    Half-elven Champion [Retired].",100,Half-elven,Champion,Retired,medium,"query_name=Amarant | display_name=Amarant Silverleaf, Chieftain of Doriath | epithet_or_title=Silverleaf, Chieftain of Doriath"
whois_amàrië_1780899309,,Amàrië,2026-06-08 16:15:09,"Amàrië of Valinor is an Elf [Retired].
Last login 23 years and 18 days ago.
- Revenge -",,Elf,,Retired,medium,query_name=Amarie | display_name=Amàrië of Valinor | epithet_or_title=of Valinor | Last login 23 years and 18 days ago.
whois_ambolt_1780899314,char_ambolt,Ambolt,2026-06-08 16:15:15,"Ambolt HO! is a Dwarf [Retired].
Last login 17 years, 1 month, and 12 days ago.

A well built mule, bred specifically in the high mountains for carrying
burdensome loads over long distances.

A mountain mule is very tired and is in an excellent condition.
A mountain mule is about to collapse and is in an excellent condition.
Your mount refuses to follow your orders!",,Dwarf,,Retired,medium,"query_name=Ambolt | display_name=Ambolt HO! | epithet_or_title=HO! | Last login 17 years, 1 month, and 12 days ago."
whois_amdír_1780899320,,Amdír,2026-06-08 16:15:20,"Amdír of Lothlórien, one of the Galadhrim is a level forty-six
    Sindarin Hunter [Retired].
Last login 13 years, 2 months, and 9 days ago from [numerical
    address].",46,Sindarin,Hunter,Retired,medium,"query_name=Amdir | display_name=Amdír of Lothlórien, one of the Galadhrim | epithet_or_title=of Lothlórien, one of the Galadhrim | Last login 13 years, 2 months, and 9 days ago from [numerical address]."
whois_amelia_1780899325,char_amelia,Amelia,2026-06-08 16:15:26,"Amelia Wil Tesla Saillune is a level thirty-one Noldorin Mistress
    of Healing [Retired].
Last login 10 years and 23 days ago from *.com.
Amelia Wil Tesla Saillune
1, 0%,  #Cruel
On the 23rd of Narbeleth in the year of 2931, you were killed in the
Sacrificial Hall by a dreadful wight-noble. Because of that, you fell to level
thirty.",31,Noldorin,Mistress of Healing,Retired,medium,query_name=Amelia | display_name=Amelia Wil Tesla Saillune | epithet_or_title=Wil Tesla Saillune | Last login 10 years and 23 days ago from *.com.
whois_anaconda_1780899331,char_anaconda,Anaconda,2026-06-08 16:15:31,Anaconda the Solid Snake is an Orc [Retired].,,Orc,,Retired,medium,query_name=Anaconda | display_name=Anaconda the Solid Snake | epithet_or_title=the Solid Snake
whois_anardil_1780899336,char_anardil,Anardil,2026-06-08 16:15:37,"Anardil of Gondor, Sixth in the Line of Kings is a level
    forty-four Dúnadan Warden [Retired].
Last login 16 years and 7 days ago from [numerical address].

Being the son of Eärendil, Anardil ruled Gondor from the city of Osgiliath as
the sixth in the Line of Kings. Although not many events from his reign have
come to endure in the commemorated history, peace and brotherhood prevailed.
After eighty-seven years his son Ostoher succeeded him and created the custom
of the Kings spending summer in the city now commonly known as Minas Tirith.",44,Dúnadan Warden,,Retired,medium,"query_name=Anardil | display_name=Anardil of Gondor, Sixth in the Line of Kings | epithet_or_title=of Gondor, Sixth in the Line of Kings | Last login 16 years and 7 days ago from [numerical address]."
whois_ancalimon_1780899342,char_ancalimon,Ancalimon,2026-06-08 16:15:42,"Ancalimon is a Man [Retired].
Last login 18 years, 4 months, and 5 days ago.",,Man,,Retired,medium,"query_name=Ancalimon | display_name=Ancalimon | Last login 18 years, 4 months, and 5 days ago."
whois_ancra_1780899347,char_ancra,Ancra,2026-06-08 16:15:48,No one by that name.,,,,not_found,high,query_name=Ancra | MUME returned: No one by that name.
whois_andarion_1780899353,char_andarion,Andarion,2026-06-08 16:15:53,No one by that name.,,,,not_found,high,query_name=Andarion | MUME returned: No one by that name.
whois_andore_1780899358,char_andore,Andore,2026-06-08 16:15:59,"Andore Jr. is a level twenty-four Cave Troll Warrior [Retired].

TERUEL EXISTE!!!!",24,Cave Troll,Warrior,Retired,medium,query_name=Andore | display_name=Andore Jr. | epithet_or_title=Jr.
whois_andris_1780899364,char_andris,Andris,2026-06-08 16:16:04,"Andris -        the Mountain Dwarf is a level thirty-seven Dwarven
    Battlemaster [Retired].
Last login 24 years, 8 months, and 16 days ago from *.org.

Loyal brother of Brak, Dar and Felâk.",37,Dwarven,Battlemaster,Retired,medium,"query_name=Andris | display_name=Andris - the Mountain Dwarf | epithet_or_title=- the Mountain Dwarf | Last login 24 years, 8 months, and 16 days ago from *.org."
whois_anézka_1780899369,,Anézka,2026-06-08 16:16:10,Anézka the Vampiric Nun is a Black Númenórean [Retired].,,Black Númenórean,,Retired,medium,query_name=Anezka | display_name=Anézka the Vampiric Nun | epithet_or_title=the Vampiric Nun
whois_angrenfea_1780899375,char_angrenfea,Angrenfea,2026-06-08 16:16:15,No one by that name.,,,,not_found,high,query_name=Angrenfea | MUME returned: No one by that name.
whois_anneilbalkassoon_1780899380,char_anneilbalkassoon,AnneilBalkassoon,2026-06-08 16:16:21,"AnneilBalkassoon the Olog-hai is a Troll [Retired].

Buffer of the Anneil clan",,Troll,,Retired,medium,query_name=AnneilBalkassoon | display_name=AnneilBalkassoon the Olog-hai | epithet_or_title=the Olog-hai
whois_anner_1780899386,char_anner,Anner,2026-06-08 16:16:26,"Anner is an Orc [Retired].

exam warg
A small sign on a chain around its neck says ""My name is Horsegigjk""",,Orc,,Retired,medium,query_name=Anner | display_name=Anner
whois_annesh_1780899391,char_annesh,Annesh,2026-06-08 16:16:32,No one by that name.,,,,not_found,high,query_name=Annesh | MUME returned: No one by that name.
whois_anólad_1780899397,,Anólad,2026-06-08 16:16:37,"Anólad is a discord bot is a Maia (Cartographer).
silly player of Nazgum, Nireth, Nemisa, Itzit, and Gagzik.
watch some mume video logs!
http://nazgum.com/mume/",,discord bot is a Maia,,,medium,query_name=Anolad | display_name=Anólad | role=Cartographer
whois_anselmo_1780899402,char_anselmo,Anselmo,2026-06-08 16:16:43,"Anselmo the Pillar of Eternity is a Troll [Retired].

I'm shoving my life right down your throat
Can I find the guts, can I feel the heart?
Look in the ground as you choke me up
Does it taste like: Tequila or failure?",,Troll,,Retired,medium,query_name=Anselmo | display_name=Anselmo the Pillar of Eternity | epithet_or_title=the Pillar of Eternity
